clusterName,gene,NSForestMarker
Exc L6 THEMIS LINC00343,FAM163A,n
Exc L6 THEMIS LINC00343,LOC105371832,n
Exc L6 THEMIS LINC00343,LOC105374524,n
Exc L6 THEMIS LINC00343,LOC101927389,n
Exc L6 THEMIS LINC00343,LOC105371310,n
Exc L6 THEMIS SLN,ANKRD30B,n
Exc L6 THEMIS SLN,LINC00299,n
Exc L6 THEMIS SLN,LINC00343,n
Exc L6 THEMIS SLN,FAM163A,y
Exc L6 THEMIS SLN,LOC105371832,y
Exc L6 THEMIS SLN,LOC105374524,y
Exc L6 THEMIS SLN,LOC101927389,n
Exc L6 THEMIS SLN,LOC105371310,n
Exc L6 THEMIS SNTG2,ANKRD30B,n
Exc L6 THEMIS SNTG2,LINC00299,n
Exc L6 THEMIS SNTG2,LINC00343,n
Exc L6 THEMIS SNTG2,FAM163A,n
Exc L6 THEMIS SNTG2,LOC105371832,n
Exc L6 THEMIS SNTG2,LOC105374524,n
Exc L6 THEMIS SNTG2,LOC101927389,y
Exc L6 THEMIS SNTG2,LOC105371310,y
Exc L5-6 FEZF2 OR1L8,LGR6,y
Exc L5-6 FEZF2 OR1L8,LOC101927439,y
Exc L5-6 FEZF2 OR1L8,LOC105374392,y
Exc L5-6 FEZF2 OR1L8,LOC105377183,y
Exc L5-6 FEZF2 OR1L8,LOC105369890,n
Exc L5-6 FEZF2 OR1L8,LOC105371663,n
Exc L5-6 FEZF2 OR1L8,DDR2,n
Exc L5-6 FEZF2 OR1L8,THEMIS,n
Exc L5-6 FEZF2 OR1L8,EGFEM1P,n
Exc L5-6 FEZF2 OR1L8,FOXP2,n
Exc L5-6 FEZF2 OR1L8,SEMA5A,n
Exc L5-6 FEZF2 OR1L8,LOC100128497,n
Exc L5-6 FEZF2 OR1L8,MCTP2,n
Exc L5-6 FEZF2 OR1L8,SEC16B,n
Exc L5-6 FEZF2 OR1L8,SULF1,n
Exc L5-6 FEZF2 OR1L8,ADAMTSL1,n
Exc L5-6 FEZF2 OR1L8,MEIS2,n
Exc L5-6 FEZF2 OR1L8,NLGN4Y,n
Exc L5-6 FEZF2 OR1L8,PAPSS2,n
Exc L5 THEMIS LINC01116,LGR6,n
Exc L5 THEMIS LINC01116,LOC101927439,n
Exc L5 THEMIS LINC01116,LOC105374392,n
Exc L5 THEMIS LINC01116,LOC105377183,n
Exc L5 THEMIS LINC01116,LOC105369890,y
Exc L5 THEMIS LINC01116,LOC105371663,y
Exc L5 THEMIS LINC01116,DDR2,n
Exc L5 THEMIS LINC01116,THEMIS,n
Exc L5 THEMIS LINC01116,EGFEM1P,n
Exc L5 THEMIS LINC01116,FOXP2,n
Exc L5 THEMIS LINC01116,SEMA5A,n
Exc L5 THEMIS LINC01116,LOC100128497,n
Exc L5 THEMIS LINC01116,MCTP2,n
Exc L5 THEMIS LINC01116,SEC16B,n
Exc L5 THEMIS LINC01116,SULF1,n
Exc L5 THEMIS LINC01116,ADAMTSL1,n
Exc L5 THEMIS LINC01116,MEIS2,n
Exc L5 THEMIS LINC01116,NLGN4Y,n
Exc L5 THEMIS LINC01116,PAPSS2,n
Exc L5 THEMIS RGPD6,LGR6,n
Exc L5 THEMIS RGPD6,LOC101927439,n
Exc L5 THEMIS RGPD6,LOC105374392,n
Exc L5 THEMIS RGPD6,LOC105377183,n
Exc L5 THEMIS RGPD6,LOC105369890,n
Exc L5 THEMIS RGPD6,LOC105371663,y
Exc L5 THEMIS RGPD6,DDR2,y
Exc L5 THEMIS RGPD6,THEMIS,y
Exc L5 THEMIS RGPD6,EGFEM1P,n
Exc L5 THEMIS RGPD6,FOXP2,n
Exc L5 THEMIS RGPD6,SEMA5A,n
Exc L5 THEMIS RGPD6,LOC100128497,n
Exc L5 THEMIS RGPD6,MCTP2,n
Exc L5 THEMIS RGPD6,SEC16B,n
Exc L5 THEMIS RGPD6,SULF1,n
Exc L5 THEMIS RGPD6,ADAMTSL1,n
Exc L5 THEMIS RGPD6,MEIS2,n
Exc L5 THEMIS RGPD6,NLGN4Y,n
Exc L5 THEMIS RGPD6,PAPSS2,n
Exc L5-6 FEZF2 C9orf135-AS1,LGR6,n
Exc L5-6 FEZF2 C9orf135-AS1,LOC101927439,n
Exc L5-6 FEZF2 C9orf135-AS1,LOC105374392,n
Exc L5-6 FEZF2 C9orf135-AS1,LOC105377183,n
Exc L5-6 FEZF2 C9orf135-AS1,LOC105369890,n
Exc L5-6 FEZF2 C9orf135-AS1,LOC105371663,n
Exc L5-6 FEZF2 C9orf135-AS1,DDR2,n
Exc L5-6 FEZF2 C9orf135-AS1,THEMIS,n
Exc L5-6 FEZF2 C9orf135-AS1,EGFEM1P,y
Exc L5-6 FEZF2 C9orf135-AS1,FOXP2,y
Exc L5-6 FEZF2 C9orf135-AS1,SEMA5A,y
Exc L5-6 FEZF2 C9orf135-AS1,LOC100128497,n
Exc L5-6 FEZF2 C9orf135-AS1,MCTP2,n
Exc L5-6 FEZF2 C9orf135-AS1,SEC16B,n
Exc L5-6 FEZF2 C9orf135-AS1,SULF1,n
Exc L5-6 FEZF2 C9orf135-AS1,ADAMTSL1,n
Exc L5-6 FEZF2 C9orf135-AS1,MEIS2,n
Exc L5-6 FEZF2 C9orf135-AS1,NLGN4Y,n
Exc L5-6 FEZF2 C9orf135-AS1,PAPSS2,n
Exc L5-6 FEZF2 FILIP1L,LGR6,n
Exc L5-6 FEZF2 FILIP1L,LOC101927439,n
Exc L5-6 FEZF2 FILIP1L,LOC105374392,n
Exc L5-6 FEZF2 FILIP1L,LOC105377183,n
Exc L5-6 FEZF2 FILIP1L,LOC105369890,n
Exc L5-6 FEZF2 FILIP1L,LOC105371663,n
Exc L5-6 FEZF2 FILIP1L,DDR2,n
Exc L5-6 FEZF2 FILIP1L,THEMIS,n
Exc L5-6 FEZF2 FILIP1L,EGFEM1P,n
Exc L5-6 FEZF2 FILIP1L,FOXP2,n
Exc L5-6 FEZF2 FILIP1L,SEMA5A,n
Exc L5-6 FEZF2 FILIP1L,LOC100128497,y
Exc L5-6 FEZF2 FILIP1L,MCTP2,y
Exc L5-6 FEZF2 FILIP1L,SEC16B,y
Exc L5-6 FEZF2 FILIP1L,SULF1,y
Exc L5-6 FEZF2 FILIP1L,ADAMTSL1,n
Exc L5-6 FEZF2 FILIP1L,MEIS2,n
Exc L5-6 FEZF2 FILIP1L,NLGN4Y,n
Exc L5-6 FEZF2 FILIP1L,PAPSS2,n
Exc L5-6 FEZF2 SH2D1B,LGR6,n
Exc L5-6 FEZF2 SH2D1B,LOC101927439,n
Exc L5-6 FEZF2 SH2D1B,LOC105374392,n
Exc L5-6 FEZF2 SH2D1B,LOC105377183,n
Exc L5-6 FEZF2 SH2D1B,LOC105369890,n
Exc L5-6 FEZF2 SH2D1B,LOC105371663,n
Exc L5-6 FEZF2 SH2D1B,DDR2,n
Exc L5-6 FEZF2 SH2D1B,THEMIS,n
Exc L5-6 FEZF2 SH2D1B,EGFEM1P,n
Exc L5-6 FEZF2 SH2D1B,FOXP2,n
Exc L5-6 FEZF2 SH2D1B,SEMA5A,n
Exc L5-6 FEZF2 SH2D1B,LOC100128497,n
Exc L5-6 FEZF2 SH2D1B,MCTP2,n
Exc L5-6 FEZF2 SH2D1B,SEC16B,n
Exc L5-6 FEZF2 SH2D1B,SULF1,n
Exc L5-6 FEZF2 SH2D1B,ADAMTSL1,y
Exc L5-6 FEZF2 SH2D1B,MEIS2,y
Exc L5-6 FEZF2 SH2D1B,NLGN4Y,y
Exc L5-6 FEZF2 SH2D1B,PAPSS2,y
Exc L6 FEZF2 PDYN,GBP2,y
Exc L6 FEZF2 PDYN,PDYN,y
Exc L6 FEZF2 PDYN,FER1L6-AS2,n
Exc L6 FEZF2 PDYN,LOC105378486,n
Exc L6 FEZF2 PDYN,LOC105371310,n
Exc L6 FEZF2 PDYN,SLITRK6,n
Exc L6 FEZF2 PDYN,LOC105374392,n
Exc L6 FEZF2 PDYN,NR4A2,n
Exc L6 FEZF2 PDYN,SEMA3D,n
Exc L6 FEZF2 PDYN,LOC101927439,n
Exc L6 FEZF2 PDYN,MDFIC,n
Exc L6 FEZF2 PDYN,ADD3-AS1,n
Exc L6 FEZF2 PDYN,LOC100132891,n
Exc L6 FEZF2 PDYN,PCOLCE2,n
Exc L6 FEZF2 FFAR4,GBP2,n
Exc L6 FEZF2 FFAR4,PDYN,n
Exc L6 FEZF2 FFAR4,FER1L6-AS2,y
Exc L6 FEZF2 FFAR4,LOC105378486,y
Exc L6 FEZF2 FFAR4,LOC105371310,n
Exc L6 FEZF2 FFAR4,SLITRK6,n
Exc L6 FEZF2 FFAR4,LOC105374392,n
Exc L6 FEZF2 FFAR4,NR4A2,n
Exc L6 FEZF2 FFAR4,SEMA3D,n
Exc L6 FEZF2 FFAR4,LOC101927439,n
Exc L6 FEZF2 FFAR4,MDFIC,n
Exc L6 FEZF2 FFAR4,ADD3-AS1,n
Exc L6 FEZF2 FFAR4,LOC100132891,n
Exc L6 FEZF2 FFAR4,PCOLCE2,n
Exc L6 FEZF2 PROKR2,GBP2,n
Exc L6 FEZF2 PROKR2,PDYN,n
Exc L6 FEZF2 PROKR2,FER1L6-AS2,n
Exc L6 FEZF2 PROKR2,LOC105378486,n
Exc L6 FEZF2 PROKR2,LOC105371310,y
Exc L6 FEZF2 PROKR2,SLITRK6,y
Exc L6 FEZF2 PROKR2,LOC105374392,n
Exc L6 FEZF2 PROKR2,NR4A2,n
Exc L6 FEZF2 PROKR2,SEMA3D,n
Exc L6 FEZF2 PROKR2,LOC101927439,n
Exc L6 FEZF2 PROKR2,MDFIC,n
Exc L6 FEZF2 PROKR2,ADD3-AS1,n
Exc L6 FEZF2 PROKR2,LOC100132891,n
Exc L6 FEZF2 PROKR2,PCOLCE2,n
Exc L5-6 FEZF2 CFTR,GBP2,n
Exc L5-6 FEZF2 CFTR,PDYN,n
Exc L5-6 FEZF2 CFTR,FER1L6-AS2,n
Exc L5-6 FEZF2 CFTR,LOC105378486,n
Exc L5-6 FEZF2 CFTR,LOC105371310,n
Exc L5-6 FEZF2 CFTR,SLITRK6,n
Exc L5-6 FEZF2 CFTR,LOC105374392,y
Exc L5-6 FEZF2 CFTR,NR4A2,y
Exc L5-6 FEZF2 CFTR,SEMA3D,y
Exc L5-6 FEZF2 CFTR,LOC101927439,n
Exc L5-6 FEZF2 CFTR,MDFIC,n
Exc L5-6 FEZF2 CFTR,ADD3-AS1,n
Exc L5-6 FEZF2 CFTR,LOC100132891,n
Exc L5-6 FEZF2 CFTR,PCOLCE2,n
Exc L6 FEZF2 KLK7,GBP2,n
Exc L6 FEZF2 KLK7,PDYN,n
Exc L6 FEZF2 KLK7,FER1L6-AS2,n
Exc L6 FEZF2 KLK7,LOC105378486,n
Exc L6 FEZF2 KLK7,LOC105371310,n
Exc L6 FEZF2 KLK7,SLITRK6,n
Exc L6 FEZF2 KLK7,LOC105374392,n
Exc L6 FEZF2 KLK7,NR4A2,n
Exc L6 FEZF2 KLK7,SEMA3D,n
Exc L6 FEZF2 KLK7,LOC101927439,y
Exc L6 FEZF2 KLK7,MDFIC,y
Exc L6 FEZF2 KLK7,ADD3-AS1,n
Exc L6 FEZF2 KLK7,LOC100132891,n
Exc L6 FEZF2 KLK7,PCOLCE2,n
Exc L6 FEZF2 POGK,GBP2,n
Exc L6 FEZF2 POGK,PDYN,n
Exc L6 FEZF2 POGK,FER1L6-AS2,n
Exc L6 FEZF2 POGK,LOC105378486,n
Exc L6 FEZF2 POGK,LOC105371310,n
Exc L6 FEZF2 POGK,SLITRK6,n
Exc L6 FEZF2 POGK,LOC105374392,n
Exc L6 FEZF2 POGK,NR4A2,n
Exc L6 FEZF2 POGK,SEMA3D,n
Exc L6 FEZF2 POGK,LOC101927439,n
Exc L6 FEZF2 POGK,MDFIC,n
Exc L6 FEZF2 POGK,ADD3-AS1,y
Exc L6 FEZF2 POGK,LOC100132891,y
Exc L6 FEZF2 POGK,PCOLCE2,y
Exc L5 FEZF2 CSN1S1,LOC105373592,y
Exc L5 FEZF2 CSN1S1,OPN4,y
Exc L5 FEZF2 CSN1S1,VAT1L,y
Exc L5 FEZF2 CSN1S1,LOC105376457,n
Exc L5 FEZF2 CSN1S1,OR51E2,n
Exc L5 FEZF2 CSN1S1,BTNL9,n
Exc L5 FEZF2 CSN1S1,EDNRB,n
Exc L3-5 FEZF2 ASGR2,LOC105373592,n
Exc L3-5 FEZF2 ASGR2,OPN4,n
Exc L3-5 FEZF2 ASGR2,VAT1L,n
Exc L3-5 FEZF2 ASGR2,LOC105376457,y
Exc L3-5 FEZF2 ASGR2,OR51E2,y
Exc L3-5 FEZF2 ASGR2,BTNL9,n
Exc L3-5 FEZF2 ASGR2,EDNRB,n
Exc L3-5 FEZF2 LINC01107,LOC105373592,n
Exc L3-5 FEZF2 LINC01107,OPN4,n
Exc L3-5 FEZF2 LINC01107,VAT1L,n
Exc L3-5 FEZF2 LINC01107,LOC105376457,n
Exc L3-5 FEZF2 LINC01107,OR51E2,n
Exc L3-5 FEZF2 LINC01107,BTNL9,y
Exc L3-5 FEZF2 LINC01107,EDNRB,y
Exc L5 FEZF2 PKD2L1,NPSR1-AS1,y
Exc L5 FEZF2 PKD2L1,VGLL3,y
Exc L5 FEZF2 PKD2L1,ADAMTS12,n
Exc L5 FEZF2 PKD2L1,CD36,n
Exc L5 FEZF2 PKD2L1,LOC105370315,n
Exc L5 FEZF2 PKD2L1,LOC105369818,n
Exc L5 FEZF2 PKD2L1,LOC105370019,n
Exc L5 FEZF2 PKD2L1,LOC101928114,n
Exc L5 FEZF2 PKD2L1,LOC105376372,n
Exc L5 FEZF2 NREP-AS1,NPSR1-AS1,n
Exc L5 FEZF2 NREP-AS1,VGLL3,n
Exc L5 FEZF2 NREP-AS1,ADAMTS12,y
Exc L5 FEZF2 NREP-AS1,CD36,y
Exc L5 FEZF2 NREP-AS1,LOC105370315,y
Exc L5 FEZF2 NREP-AS1,LOC105369818,n
Exc L5 FEZF2 NREP-AS1,LOC105370019,n
Exc L5 FEZF2 NREP-AS1,LOC101928114,n
Exc L5 FEZF2 NREP-AS1,LOC105376372,n
Exc L5 FEZF2 RNF144A-AS1,NPSR1-AS1,n
Exc L5 FEZF2 RNF144A-AS1,VGLL3,n
Exc L5 FEZF2 RNF144A-AS1,ADAMTS12,n
Exc L5 FEZF2 RNF144A-AS1,CD36,y
Exc L5 FEZF2 RNF144A-AS1,LOC105370315,n
Exc L5 FEZF2 RNF144A-AS1,LOC105369818,y
Exc L5 FEZF2 RNF144A-AS1,LOC105370019,y
Exc L5 FEZF2 RNF144A-AS1,LOC101928114,n
Exc L5 FEZF2 RNF144A-AS1,LOC105376372,n
Exc L5-6 FEZF2 IFNG-AS1,NPSR1-AS1,y
Exc L5-6 FEZF2 IFNG-AS1,VGLL3,n
Exc L5-6 FEZF2 IFNG-AS1,ADAMTS12,n
Exc L5-6 FEZF2 IFNG-AS1,CD36,n
Exc L5-6 FEZF2 IFNG-AS1,LOC105370315,n
Exc L5-6 FEZF2 IFNG-AS1,LOC105369818,y
Exc L5-6 FEZF2 IFNG-AS1,LOC105370019,n
Exc L5-6 FEZF2 IFNG-AS1,LOC101928114,n
Exc L5-6 FEZF2 IFNG-AS1,LOC105376372,n
Exc L5-6 FEZF2 LPO,NPSR1-AS1,n
Exc L5-6 FEZF2 LPO,VGLL3,n
Exc L5-6 FEZF2 LPO,ADAMTS12,n
Exc L5-6 FEZF2 LPO,CD36,n
Exc L5-6 FEZF2 LPO,LOC105370315,n
Exc L5-6 FEZF2 LPO,LOC105369818,n
Exc L5-6 FEZF2 LPO,LOC105370019,n
Exc L5-6 FEZF2 LPO,LOC101928114,y
Exc L5-6 FEZF2 LPO,LOC105376372,y
Oligo L3-6 OPALIN ENPP6,ENPP2,n
Oligo L3-6 OPALIN ENPP6,LINC01378,n
Oligo L3-6 OPALIN ENPP6,MBP,n
Oligo L3-6 OPALIN ENPP6,ST18,n
Oligo L3-6 OPALIN ENPP6,LOC105376917,n
Oligo L3-6 OPALIN ENPP6,OPALIN,n
Oligo L3-6 OPALIN ENPP6,RNF219-AS1,n
Oligo L3-6 OPALIN ENPP6,CDK18,y
Oligo L3-6 OPALIN ENPP6,LOC101927199,y
Oligo L3-6 OPALIN ENPP6,LRRC63,y
Oligo L3-6 OPALIN ENPP6,S100B,y
Oligo L3-6 OPALIN ENPP6,LOC101927459,n
Oligo L3-6 OPALIN ENPP6,FAM222A,n
Oligo L3-6 OPALIN ENPP6,KIF25,n
Oligo L3-6 OPALIN ENPP6,TGFA,n
Oligo L2-6 OPALIN FTH1P3,ENPP2,y
Oligo L2-6 OPALIN FTH1P3,LINC01378,n
Oligo L2-6 OPALIN FTH1P3,MBP,n
Oligo L2-6 OPALIN FTH1P3,ST18,n
Oligo L2-6 OPALIN FTH1P3,LOC105376917,n
Oligo L2-6 OPALIN FTH1P3,OPALIN,n
Oligo L2-6 OPALIN FTH1P3,RNF219-AS1,n
Oligo L2-6 OPALIN FTH1P3,CDK18,n
Oligo L2-6 OPALIN FTH1P3,LOC101927199,n
Oligo L2-6 OPALIN FTH1P3,LRRC63,n
Oligo L2-6 OPALIN FTH1P3,S100B,n
Oligo L2-6 OPALIN FTH1P3,LOC101927459,y
Oligo L2-6 OPALIN FTH1P3,FAM222A,n
Oligo L2-6 OPALIN FTH1P3,KIF25,n
Oligo L2-6 OPALIN FTH1P3,TGFA,n
Oligo L5-6 OPALIN LDLRAP1,ENPP2,n
Oligo L5-6 OPALIN LDLRAP1,LINC01378,n
Oligo L5-6 OPALIN LDLRAP1,MBP,n
Oligo L5-6 OPALIN LDLRAP1,ST18,n
Oligo L5-6 OPALIN LDLRAP1,LOC105376917,n
Oligo L5-6 OPALIN LDLRAP1,OPALIN,n
Oligo L5-6 OPALIN LDLRAP1,RNF219-AS1,n
Oligo L5-6 OPALIN LDLRAP1,CDK18,n
Oligo L5-6 OPALIN LDLRAP1,LOC101927199,n
Oligo L5-6 OPALIN LDLRAP1,LRRC63,n
Oligo L5-6 OPALIN LDLRAP1,S100B,n
Oligo L5-6 OPALIN LDLRAP1,LOC101927459,n
Oligo L5-6 OPALIN LDLRAP1,FAM222A,y
Oligo L5-6 OPALIN LDLRAP1,KIF25,y
Oligo L5-6 OPALIN LDLRAP1,TGFA,y
Oligo L3-6 OPALIN LRP4-AS1,ENPP2,n
Oligo L3-6 OPALIN LRP4-AS1,LINC01378,n
Oligo L3-6 OPALIN LRP4-AS1,MBP,n
Oligo L3-6 OPALIN LRP4-AS1,ST18,n
Oligo L3-6 OPALIN LRP4-AS1,LOC105376917,n
Oligo L3-6 OPALIN LRP4-AS1,OPALIN,n
Oligo L3-6 OPALIN LRP4-AS1,RNF219-AS1,n
Oligo L3-6 OPALIN LRP4-AS1,CDK18,n
Oligo L3-6 OPALIN LRP4-AS1,LOC101927199,n
Oligo L3-6 OPALIN LRP4-AS1,LRRC63,n
Oligo L3-6 OPALIN LRP4-AS1,S100B,n
Oligo L3-6 OPALIN LRP4-AS1,LOC101927459,n
Oligo L3-6 OPALIN LRP4-AS1,FAM222A,n
Oligo L3-6 OPALIN LRP4-AS1,KIF25,n
Oligo L3-6 OPALIN LRP4-AS1,TGFA,n
Astro L1-6 FGFR3 AQP1,TNC,y
Astro L1-6 FGFR3 AQP1,CFAP47,n
Astro L1-6 FGFR3 AQP1,WDR49,n
Astro L1-6 FGFR3 AQP1,COL5A3,n
Astro L1-6 FGFR3 AQP1,LOC105376917,n
Astro L1 FGFR3 SERPINI2,TNC,n
Astro L1 FGFR3 SERPINI2,CFAP47,y
Astro L1 FGFR3 SERPINI2,WDR49,y
Astro L1 FGFR3 SERPINI2,COL5A3,n
Astro L1 FGFR3 SERPINI2,LOC105376917,n
Astro L1-6 FGFR3 PLCG1,TNC,n
Astro L1-6 FGFR3 PLCG1,CFAP47,n
Astro L1-6 FGFR3 PLCG1,WDR49,n
Astro L1-6 FGFR3 PLCG1,COL5A3,y
Astro L1-6 FGFR3 PLCG1,LOC105376917,y
